year,Department,Gender,count,total,share
1988.0,Drawings,Male,32,37,0.8648648648648649
1988.0,Film,Female,3,4,0.75
1988.0,Film,Male,1,4,0.25
1988.0,Media and Performance Art,Female,14,31,0.45161290322580644
1988.0,Media and Performance Art,Male,14,31,0.45161290322580644
1988.0,Media and Performance Art,Unknown,3,31,0.0967741935483871
1988.0,Painting & Sculpture,Female,3,11,0.2727272727272727
1988.0,Painting & Sculpture,Male,8,11,0.7272727272727273
1988.0,Photography,Female,12,71,0.16901408450704225
1988.0,Photography,Male,57,71,0.8028169014084507
1988.0,Photography,Unknown,2,71,0.028169014084507043
1988.0,Prints & Illustrated Books,Female,21,110,0.19090909090909092
1988.0,Prints & Illustrated Books,Male,87,110,0.7909090909090909
1988.0,Prints & Illustrated Books,Unknown,2,110,0.01818181818181818
1989.0,Architecture & Design,Female,1,12,0.08333333333333333
1989.0,Architecture & Design,Male,11,12,0.9166666666666666
1989.0,Drawings,Female,1,15,0.06666666666666667
1989.0,Drawings,Male,14,15,0.9333333333333333
1989.0,Film,Female,1,9,0.1111111111111111
1989.0,Film,Male,4,9,0.4444444444444444
1989.0,Film,Unknown,4,9,0.4444444444444444
1989.0,Media and Performance Art,Female,2,10,0.2
1989.0,Media and Performance Art,Male,8,10,0.8
1989.0,Painting & Sculpture,Female,1,12,0.08333333333333333
1989.0,Painting & Sculpture,Male,11,12,0.9166666666666666
1989.0,Photography,Female,11,95,0.11578947368421053
1989.0,Photography,Male,82,95,0.8631578947368421
1989.0,Photography,Unknown,2,95,0.021052631578947368
1989.0,Prints & Illustrated Books,Female,17,106,0.16037735849056603
1989.0,Prints & Illustrated Books,Male,87,106,0.8207547169811321
1989.0,Prints & Illustrated Books,Unknown,2,106,0.018867924528301886
1990.0,Architecture & Design,Female,5,62,0.08064516129032258
1990.0,Architecture & Design,Male,42,62,0.6774193548387096
1990.0,Architecture & Design,Unknown,15,62,0.24193548387096775
1990.0,Drawings,Female,9,32,0.28125
1990.0,Drawings,Male,23,32,0.71875
1990.0,Film,Male,4,4,1.0
1990.0,Media and Performance Art,Female,5,7,0.7142857142857143
1990.0,Media and Performance Art,Male,2,7,0.2857142857142857
1990.0,Painting & Sculpture,Female,1,19,0.05263157894736842
1990.0,Painting & Sculpture,Male,18,19,0.9473684210526315
1990.0,Photography,Female,12,63,0.19047619047619047
1990.0,Photography,Male,47,63,0.746031746031746
1990.0,Photography,Unknown,4,63,0.06349206349206349
1990.0,Prints & Illustrated Books,Female,16,109,0.14678899082568808
1990.0,Prints & Illustrated Books,Male,92,109,0.8440366972477065
1990.0,Prints & Illustrated Books,Unknown,1,109,0.009174311926605505
1991.0,Architecture & Design,Female,1,17,0.058823529411764705
1991.0,Architecture & Design,Male,14,17,0.8235294117647058
1991.0,Architecture & Design,Unknown,2,17,0.11764705882352941
1991.0,Drawings,Male,25,25,1.0
1991.0,Film,Female,3,8,0.375
1991.0,Film,Male,5,8,0.625
1991.0,Media and Performance Art,Female,3,8,0.375
1991.0,Media and Performance Art,Male,5,8,0.625
1991.0,Painting & Sculpture,Female,6,36,0.16666666666666666
1991.0,Painting & Sculpture,Male,30,36,0.8333333333333334
1991.0,Photography,Female,15,70,0.21428571428571427
1991.0,Photography,Male,50,70,0.7142857142857143
1991.0,Photography,Unknown,5,70,0.07142857142857142
1991.0,Prints & Illustrated Books,Female,24,105,0.22857142857142856
1991.0,Prints & Illustrated Books,Male,80,105,0.7619047619047619
1991.0,Prints & Illustrated Books,Unknown,1,105,0.009523809523809525
1992.0,Architecture & Design,Female,2,37,0.05405405405405406
1992.0,Architecture & Design,Male,30,37,0.8108108108108109
1992.0,Architecture & Design,Unknown,5,37,0.13513513513513514
1992.0,Drawings,Female,2,19,0.10526315789473684
1992.0,Drawings,Male,17,19,0.8947368421052632
1992.0,Film,Male,5,5,1.0
1992.0,Media and Performance Art,Female,2,7,0.2857142857142857
1992.0,Media and Performance Art,Male,4,7,0.5714285714285714
1992.0,Media and Performance Art,Unknown,1,7,0.14285714285714285
1992.0,Painting & Sculpture,Female,5,25,0.2
1992.0,Painting & Sculpture,Male,20,25,0.8
1992.0,Photography,Female,24,121,0.19834710743801653
1992.0,Photography,Male,95,121,0.7851239669421488
1992.0,Photography,Unknown,2,121,0.01652892561983471
1992.0,Prints & Illustrated Books,Female,22,128,0.171875
1992.0,Prints & Illustrated Books,Male,103,128,0.8046875
1992.0,Prints & Illustrated Books,Unknown,3,128,0.0234375
1993.0,Architecture & Design,Female,3,36,0.08333333333333333
1993.0,Architecture & Design,Male,26,36,0.7222222222222222
